Titulo,Precio,Rating,Ubicacion,Ventas 60 dias
Portátil Lenovo Core I7 16gb 512gb Legion 5 G7 15.6 Gris,9.999.900,0,,0
Portatil Dell Latitude E7470 Core I5 Sexta Generacion Usado,1.209.999,0,"Chapinero, Bogotá D.C..",+100
Apple Macbook - Computador Portátil (Reacondicionado),700.000,0,"Antonio Nariño, Bogotá D.C..",0
Portatil Asus Amd Ryzen 7 Disco Ssd 256gb Ram 8gb Mx450 2gb,3.689.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo Legion 5 Core I7 64gb 1tb Ssd Rtx 3060 165hz,7.889.900,0,"Bucaramanga, Santander.",+50
Portátil Hp Elitebook 830 G8 I5 8gb Ram 256gb Ssd 14 W11pro,6.200.000,0,"Bello, Antioquia.",+100
"Acer Nitro 5, Intel Core I5, 8 Gb Ram, 2 Discos, 4 Gb Video ",2.100.000,0,"Suba, Bogotá D.C..",+50
Asus Rog Strix G15 Portatil Gamer Ryzen9 Rtx 3060 16gb 512gb,16.664.900,0,"Cali, Valle Del Cauca.",+100
Portatil Acer Gamer Intel Ci5 Ssd 1tb Ram 16gb Nvidia 2gb,3.029.900,0,"Bucaramanga, Santander.",+500
"Laptop Asus ZenBook UX425EA gris 14"", Intel Core i5 1135G7  8GB de RAM 512GB SSD, Intel Iris Xe Graphics G7 80EUs 1920x1080px Windows 10 Home",5.233.900,0,"Fontibón, Bogotá D.C..",+100
Asus S301la/i5-4/6gb Ddr3/500gb Hdd/touch/8-10/l E E R,750.333,0,"Martires, Bogotá D.C..",+100
 Dell Inspiron 3493 Core I3 1005g1-ram 8gb-ssd 256gb-win 10,1.799.900,0,"Usaquén, Bogotá D.C..",+100
Portatil Dell Vostro 3490 Core I5 10th Gen 1tb 4gb+ Obsequio,2.290.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo Flex 2 Intel Pentium 2.10ghz Ram Ddr3 (Reacondicionado),840.000,0,"Bucaramanga, Santander.",+1000
Portatil Lenovo Thinkpad E470 I5 Septima Generacion 4gb 500g,1.339.999,0,"Chapinero, Bogotá D.C..",+100
Lenovo Thinkpad P50 32gb Ddr4 Raid 512gb Nvme Quadro M2000m (Reacondicionado),5.987.900,0,"Medellín, Antioquia.",+500
Portatil Asus Vivobook S15 Core I5 8th Gen Cpu 8 512 Gb Ssd,6.612.900,0,"Cali, Valle Del Cauca.",+100
Laptop Portátil Ssd 240gb 8gb Ram Computador Amd Atlhon 14 ,1.598.900,0,"Suba, Bogotá D.C..",+500
Asus Zenbook 13 Oled Ryzen 7 5700u Iris Xe 8gb 512gb,4.946.900,0,"Cali, Valle Del Cauca.",+100
Alienware X17 R1/-i9 11va-ram 64-ssd 1.5 Tb-rtx 3080 16 Gb,10.999.000,0,"Chapinero, Bogotá D.C..",+25
Apple Macbook Air 2020 13 M1 7-core 8gb 1tb,12.999.000,0,"Kennedy, Bogotá D.C..",+500
Portatil Asus Ryzen 5 4600h Ram 16gb Ssd 512gb 14  Full Hd,2.302.900,0,"Bucaramanga, Santander.",+1000
Apple Macbook Pro Touch Bar 2017 16gb Ssd 512gb A1707,3.890.000,0,"Engativá, Bogotá D.C..",+50
Portatil T460 Thinkpad Core I7 16gb Ssd 256gb Empresarial (Reacondicionado),2.873.700,0,"Medellín, Antioquia.",+500
"Portátil Acer Gamer Nitro5 Core I5, 16 Ram, 4 Video, 512 Ssd",4.091.070,0,"Usaquén, Bogotá D.C..",+100
Portatil Asus Vivobook Flip 14 Laptop 2 En 1 Delgada Liviana,2.481.900,0,"Retiro, Antioquia.",+100
Computador Portatil Laptop Dell Inspiron,398.708,0,"Cali, Valle Del Cauca.",+100
Asus Zenbook Pro Duo 15 Portatil I9-10980h Rtx 3070 32gb 1tb,22.627.900,0,"Cali, Valle Del Cauca.",+100
"Apple Macbook Pro 2021 16,2 M1 Pro 10 Core 16-cpu 16gb 4tb",34.999.000,0,"Kennedy, Bogotá D.C..",+500
Asus Tuf707r Ryzen 7 6800h 16gb Ssd 512gb Rtx 3050 4gb 17.3,6.749.950,0,"Chapinero, Bogotá D.C..",+500
Samsung - Laptop Chromebook,2.985.900,0,"Engativá, Bogotá D.C..",+1000
Samsung Galaxy Book2 Pro 13 Amoled I7-1260p 8gb 512gb,7.285.900,0,"Cali, Valle Del Cauca.",+100
Nuevo Macbook Pro 2021 - 16 Pulgadas 16gb Ram 512ssd Español,13.899.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Thinkpad E495 Negro 3200u-4g-1t-14 -w10,2.169.900,0,"Cota, Cundinamarca.",+1000
Apple Macbook Air 2020 13 M1 7-core 16gb 256gb,9.799.000,0,"Kennedy, Bogotá D.C..",+500
Msi Stealth Gs76 I7 11800h 32gb 1tb Rtx 3080 16gb 17.3  Fhd,13.249.500,0,"Chapinero, Bogotá D.C..",+500
Portatil Hp 245 G5 Amd A8-7410 8gb - 240gb 14p,1.099.999,0,"Usaquén, Bogotá D.C..",+50
Hp 14 Quad Core  N4120 Solido Ssd 256gb + 4gb 2.8 Ghz Win 10,1.000.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Lenovo Thinkpad P50 Ram 16gb Ddr4 256gb Nvidia 4gb (Reacondicionado),5.487.700,0,"Medellín, Antioquia.",+500
Portátil Asus B1400ceae 14  Core I7 8gb Ssd 512gb Win10 Pro,6.899.900,0,"Chapinero, Bogotá D.C..",+500
Asus Zenbook Pro Duo 15 Oled I9-12900h Rtx 3070ti 32gb 1tb,19.410.900,0,"Cali, Valle Del Cauca.",+100
Computador Acer Aspire V5 471-6637,765.000,0,"Bucaramanga, Santander.",+25
Lenovo Ideapad I7 12700h Rtx 3050ti 8g 256g 120h Portatil,5.899.999,0,"Medellín, Antioquia.",+100
"Laptop Lenovo Chromebookflex3/11 Pro4gb Lpddr3,64gb Portatil",1.369.000,0,"Cali, Valle Del Cauca.",+100
,0,0,,0
,0,0,,0
Hp Victus 16 Ryzen 7 5800h Rtx 3060 Ram 32gb 512gb Win Pro ,6.399.999,0,"Medellín, Antioquia.",+100
Portátil Sony Vaio Carbón Mini ,650.000,0,"Medellín, Antioquia.",+25
Portatil V310-14isk Intel Core I5 6200u 2.30ghz Ram Dr4 12gb (Reacondicionado),1.320.000,0,"Bucaramanga, Santander.",+1000
Asus Zenbook 13 - Ordenador Portátil Ultradelgado,13.139.900,0,"Engativá, Bogotá D.C..",+1000
"Portátil Toshiba Portege Z30a Corei7-4g Ssd256gb Ram8gb 13,5",820.000,0,"Suba, Bogotá D.C..",+5
Computadora Portatil  Acer Chromebook R 11 Convertible Touch,1.150.900,0,"Cali, Valle Del Cauca.",+100
Computador Portátil Asus 14 Pulgadas Intel Celeron 4gb 1tb,1.499.900,0,"Itaguí, Antioquia.",+500
"Macbook Air A1465 Core I7 2 Nucleos 1,7 Ghz 8gb Ssd 500gb",1.800.000,0,"Barrios Unidos, Bogotá D.C..",+100
Acer Nitro 5 Portátil Gamer I7-11800h Rtx 3050ti 16gb 512gb,6.819.900,0,"Cali, Valle Del Cauca.",+100
"Portatil Lenovo Thinkpad L13 Yoga Core I5 Ssd 512, 16 Touch",4.400.000,0,"Chapinero, Bogotá D.C..",+25
"Portátil Asus M3500q - Ryzen 5 - 8gb - 512gb - 15,6  Oled",2.449.900,0,"Medellín, Antioquia.",+100
Macbook Air 13 A1369 (para Repuestos),199.000,0,"Suba, Bogotá D.C..",+100
Portátil Toshiba Satellite L45-asp4201wl (repuestos),150.000,0,"Medellín, Antioquia.",+5
Dell Optiplex  Core I7 8-gb 2dimms 256gb Ss W10 3yps,10.376.990,0,"Aguachica, Cesar.",+100
Portátil Lenovo Intel Core I7 16gb 512gb Thinkpad E14 14 G4,7.199.900,0,,0
Msi Gs66 Stealth 15.6  240hz 16gb/512gb Ssd,15.353.900,0,"Chapinero, Bogotá D.C..",+100
Lenovo Thinkpad X260 12.5  16gb Intel I7-6500u 256gb  Win11p (Reacondicionado),2.690.700,0,"Medellín, Antioquia.",+500
Asus Expertbook B9 Portatil Pymes Evo Core I7 16gb 1tb,11.289.900,0,"Cali, Valle Del Cauca.",+100
"Idepad Flex 5-14alc05 Ryzen 5, 8gb, 256gb Ssd, 14  Fhd Touch",4.019.900,0,"Cota, Cundinamarca.",+1000
Nueva Macbook Pro 2021 14 Pul 16gb Ram 1tb / Español,11.399.900,0,"Chapinero, Bogotá D.C..",+1000
Portatil Lenovo Ideapad Gaming 3 Ryzen 5 Rtx 3050ti 8gb 512g,4.690.000,0,"Kennedy, Bogotá D.C..",+100
Portátil Lenovo Ideapad Flex5 Corei7 10gen 16gbram 512gb Ssd,3.650.000,0,"Barrios Unidos, Bogotá D.C..",+100
Lenovo - 4x80r Thinkpad Pen Pro Para Thinkpad 11e Yoga - Ne.,359.990,0,"Engativá, Bogotá D.C..",+100
Apple Macbook Pro 2022 13.3 Chip M2 8gb 256gb,6.949.900,0,"Rafael Uribe Uribe, Bogotá D.C..",+100
Portátil Acer A514 Intel Core I3 1005g1 Ssd 256gb 4gb Win 10,2.099.900,0,"Chapinero, Bogotá D.C..",+1000
Portátil Acer Aspire Amd Ryzen 5 5500u Ssd 256gb Ram 12gb,2.279.900,0,"Bucaramanga, Santander.",+500
Macbook Pro Retina 2017 Core I5 8 Ram Ssd 500gb 503 Ciclos,4.170.000,0,"Medellín, Antioquia.",+25
Macbook Air A1465 Pantalla 11.5 Pulgadas  Año 2014 /  251 Gb,1.200.000,0,"Chía, Cundinamarca.",+5
"Ordenador Portátil Hp Chromebook Hd De 11.6 Intel N3350, 4 G",1.192.632,0,Estados Unidos.,+25
Portátil Lenovo Thinkpad Board Buena Core I7 De Tercera Gene,250.000,0,"Bucaramanga, Santander.",+50
"Computador Portatil Hp 15,6 Amd Athlon Ssd 256 Ram 4 Negro",1.969.900,0,"Itaguí, Antioquia.",+500
Laptop - Latitude 7420 2-en-1 I5 11-1145 G7 16gb 256gb Ssd 1,12.320.000,0,"Suba, Bogotá D.C..",+500
Vivobook Asus Oled M3500qa-r5/8gb/512gb Ssd/15' Fhd/sin So,5.219.900,0,,0
"~? Computadora Portátil Para Juegos Asus Tuf Gaming F15, 15.",4.843.900,0,"Fontibón, Bogotá D.C..",+100
Computadora Portátil Hp Chromebook De 11 Pulgadas,1.216.900,0,"Usaquén, Bogotá D.C..",+500
Laptop Lenovo G560,300.000,0,"Itaguí, Antioquia.",+1
Vendo Macbook Pro A1286 15 Pulgadas 2008,640.000,0,"Cali, Valle Del Cauca.",+5
Dell Latitude  Fhd Touch 12.3&#34; Tablet Pc (intel 7th Gen.,3.567.990,0,"Aguachica, Cesar.",+100
Samsung Galaxy Book2 Pro 15 Amoled I7 12th Gen 16gb 512gb,9.715.900,0,"Cali, Valle Del Cauca.",+100
Portatil Hp Probook 440 G4 I7 7500u 2.70ghz Ram 8 Ssd 240gb (Reacondicionado),1.860.000,0,"Bucaramanga, Santander.",+1000
Acer Core I5 8va Generación ,880.000,0,"Rafael Uribe Uribe, Bogotá D.C..",+5
Laptop Asus Vivobook K513 15 Intel I7 20gb Ram 512gb Ssd Fhd,3.639.900,0,"Bucaramanga, Santander.",+1000
"Portátil Asus X543m Celeron 4020 / 4gb / 128gb Ssd /  15,6''",1.049.900,0,"Ipiales, Nariño.",+500
Laptop Hp Omen 16 Core I7 11th 16gb 1tb Rtx 3060 144hz,6.199.900,0,"Bucaramanga, Santander.",+50
Acer Gateway Corei311ªgen Ram4gb Ssd128gb W10 14''fhd Morado,1.359.900,0,"Usaquén, Bogotá D.C..",+100
Toshiba Dynabook Tecra A30-g Celeron 4gb 128gb 13.3 Win10pro,899.000,0,"Chapinero, Bogotá D.C..",+100
Asus Zenbook Pro Duo (ux581gv) - Lápiz Capacitivo Para Asu.,139.990,0,"Aguachica, Cesar.",+100
"Msi Gf63 15.6 Gamer Laptop Intel Cor I5-11400h, Rtx3050,8gb",4.499.000,0,"Medellín, Antioquia.",+5
Portatil Asus Vivobook Flip 14 Convertible 2 En 1 14hd Touch,1.859.900,0,"Suba, Bogotá D.C..",+50
Macbook Air 11 (2015).  (Reacondicionado),1.630.000,0,"Suba, Bogotá D.C..",0
Portátil Acer Gamer Intel Ci5 Ssd 512gb Ram 8gb Nvidia 2gb,2.659.900,0,"Bucaramanga, Santander.",+100
"Computador Portátil Asus,256 Gbssd, 8 Gb Ram,w11,14 ,core I3",1.500.000,0,"Sincelejo, Sucre.",+25
Repuestos Portatil Samsung Np 900 Nx4d,350.000,0,"Martires, Bogotá D.C..",+5
Portátil Hp Intel Core I3 Desde $ 590.000 Usado!!,510.000,0,"Chapinero, Bogotá D.C..",+100
Computador Laptop Lenovo Intel Celeron 4gb Ssd 128gb 11  ,1.299.900,0,"Suba, Bogotá D.C..",+500
Macbook Air 13 2015,2.000.000,0,"Martires, Bogotá D.C..",+5
Portátil Dell 3515 Ryzen 5 3450u 8gb Ssd 256gb 15.6 15pul,1.899.900,0,"Suba, Bogotá D.C..",+1000
,0,0,,0
Portatil Asus Tuf Dash Core I7 Ram 16gb Ssd 512gb + Rtx 3070,8.000.000,0,"Bucaramanga, Santander.",+100
Asus Zenbook 13 Portatil Oled Windows Pro Core I7 16gb 512gb,9.371.900,0,"Cali, Valle Del Cauca.",+100
 Asus Vivobook Pro 15 Oled Amd Ryzen 5 5600h  8gb Ram 512ssd,2.499.990,0,"Medellín, Antioquia.",+100
Hp Envy X360 Portatil 2 En 1 15.6 Tactil Ryzen 5 8gb Ram 256,4.512.361,0,"Suba, Bogotá D.C..",+100
Surface Pro 4 Procesador I7 Ram 16 Internas 256,2.700.000,0,"Suba, Bogotá D.C..",+5
Portátil Asus  M1402ia Amd Ryzen5 - Ram 8gb Ssd 512 ,2.199.200,0,"Pasto, Nariño.",+100
Portatil Hp Zbook 15v 32gb,21.982.900,0,"Engativá, Bogotá D.C..",+1000
Portatil Nuevo Hp 245 G5 - Amd A8 - Ram 4.0gb - Dd 240 Ssd,1.390.000,0,"Chapinero, Bogotá D.C..",+25
2020 Hp Pavilion X360 14 ''fhd Wled Táctil 2 En 1 Convertibl,5.862.900,0,"Mosquera, Cundinamarca.",+100
"Macbook Air A1466 , Pantalla 13,5  Año 2014 , 256 Gb Excelen",1.390.000,0,"Chía, Cundinamarca.",+5
"Toshiba Tecra A40-g, Intel Core I7 10610, 256gb Ram 8gb",3.652.000,0,"Chapinero, Bogotá D.C..",+50
Portátil Dell Latitude 3420 Intel Core I3 1115g4 4gb 1t 14 ,1.569.900,0,"Bucaramanga, Santander.",+100
Portatil Acer Gamer Intel Ci5 Ssd 512gb Ram 12gb Nvidia 2gb,2.719.900,0,"Bucaramanga, Santander.",+500
Laptop Asus M3500q Ryzen 5 5600h /8gb/512gb /15 Fhd Oled Win,2.800.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Para Repuestos Asus X453m Leer Descripcion ,250.000,0,"San Cristobal Sur, Bogotá D.C..",+50
"Portatil Asus Intel Core I7 1165g7 Ssd 2tb Ram 24gb Led 15,6",4.439.900,0,"Bucaramanga, Santander.",+500
Samsung Galaxy Book Go Laptop Computadora Pc Rendimiento De ,2.253.900,0,"Fontibón, Bogotá D.C..",+100
Laptop Hp Elitebook 845 G8 Ryzen 5 Pro 5650u 16gb 512gb M.2.,4.500.000,0,"La Candelaria, Bogotá D.C..",+25
Portatil Asus Intel Core I5 1135g7 Ssd 128gb Ram 12gb Led 14,2.229.900,0,"Bucaramanga, Santander.",+500
Portátil Chromebook Asus 4gb 16gbssd Chrome Os Intel C202s (Reacondicionado),467.400,0,"Suba, Bogotá D.C..",+100
Asus Tuf A15 Ryzen 7 6800h Rtx 3060 16gb 512gb 300h Portatil,7.099.999,0,"Medellín, Antioquia.",+100
Portatil Gaming Lenovo S340 15 Ryzen 5 12gb 256ssd 1tb W11,2.970.000,0,"Teusaquillo, Bogotá D.C..",+50
Portatil Samsung 540u  Core I5 (3g) + 8 Ram + 500gb Disco,590.000,0,"Soacha, Cundinamarca.",+100
"Macbook Pro 14 2021 M1 Pro 16gb 1tb, 10c Cpu, 16c Gpu, Garan (Reacondicionado)",9.200.000,0,"Usaquén, Bogotá D.C..",+50
Portatil Lenovo Flex 5 De 14 Pulgadas Full Hd 2 En 1,4.350.900,0,"Medellín, Antioquia.",+100
Portatil Lenovo Thinkpad T460 I5 Sexta Generacion 4gb 500gb,1.119.999,0,"Chapinero, Bogotá D.C..",+100
"Laptop Hp Stream De 11.6 Pulgadas Hd, Intel Celeron N4000",1.497.900,0,"Usaquén, Bogotá D.C..",+500
Portatil Lenovo Thinkpad L14 Core I5 10gen  Ssd 256 Ram 8gb,3.900.000,0,"Chapinero, Bogotá D.C..",+25
Computadora Portatil Clasica15 R3 De Alienware Aw15r35246s,11.930.900,0,"Bosa, Bogotá D.C..",+100
"Acer Aspire 5, 15 , Intel Core I5, 512 Gb Solido, 12 Gb Ram",1.399.900,0,"Bucaramanga, Santander.",+100
Acer Nitro 5 Portátil Gamer I7-11800h Rtx 3050ti 32gb 1tb,7.310.900,0,"Cali, Valle Del Cauca.",+100
Portatil Lenovo V330-14arr Amd Ryzen 5 2500u 2.00ghz (Reacondicionado),1.620.000,0,"Bucaramanga, Santander.",+1000
Laptop Hp Omen 16 Core I7 11th 64gb 1tb Rtx 3060 144hz,7.099.900,0,"Bucaramanga, Santander.",+50
Apple Macbook Air 13 Mid 2012 & Accesorios. Como Nuevo,1.350.000,0,"Suba, Bogotá D.C..",+5
Computador Portatil Hp 15-ef1012la Ryzen 5 8gb 256gb 15p Win,1.689.000,0,"Cali, Valle Del Cauca.",+100
Portátil Lenovo T480 Ci5 8th -14 - 16gb - Ssd 250 Win 10 Pro (Reacondicionado),1.599.900,0,"Funza, Cundinamarca.",+100
Portátil Lenovo Amd Ryzen 7 Pro 16gb 1tb Thinkpad Z13 Gen 1 ,11.999.900,0,,0
Asus Tuf F17 Portatil Gamer Core I7 Rtx 3050 Ti 16gb 512gb,11.340.900,0,"Cali, Valle Del Cauca.",+100
Asus Vivobook 15 Oled Portátil I5-1135g7 Iris Xe 12gb 512gb,4.525.900,0,"Cali, Valle Del Cauca.",+100
Computador Portátil Hp 14  Intel Pentium Gold 4 Gb Ssd 128gb,998.500,0,"Bucaramanga, Santander.",+500
Portatil Apple Macbook A1095 Ram 2 Gb Cargador Bateria 2hora,300.000,0,"Medellín, Antioquia.",+100
Computadora Portátil Insignia Hp 14 Chromebook 2020,1.073.900,0,"Usaquén, Bogotá D.C..",+500
2019 Lenovo S330 Chromebook 14  Ordenador Portátil Delgado Y,1.065.000,0,"Suba, Bogotá D.C..",+500
Portátil Thinkbook Core I7 1165g7-16gb-512gb-13p Win10pro,5.299.900,0,"Kennedy, Bogotá D.C..",+100
Computador Portátil Lenovo Z470 Board Mala,100.000,0,"Bucaramanga, Santander.",+50
Portatil Gaming Lenovo S340 15 Ryzen 5 20gb 256ssd Vega 8 2g,2.997.000,0,"Teusaquillo, Bogotá D.C..",+50
Portátil  Hp 245 G7  Amd Ryzen 5 3500u,2.499.000,0,"Cali, Valle Del Cauca.",+50
Lenovo Ideapad I7 12700h Rtx 3050 Ti Ram 32gb 256gb 120hz,6.299.999,0,"Medellín, Antioquia.",+100
Portatil Hp 14 Cf2522la Core I5 10210u Ssd 256gb 4gb Win 11,1.850.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Dell Xps 7390 Touch Intel I7 10 32gb Ram 1tb Ssd 4k,4.000.000,0,"Martires, Bogotá D.C..",+25
Se Vende Portátil Gamer Asus Rog,2.200.000,0,"Engativá, Bogotá D.C..",+5
,0,0,,0
Portátil Hp Probook640 I5 256ssd 8ram 14,3.995.000,0,"Neiva, Huila.",+100
Toshiba 13.3 Pulgadas Chromebook Intel Celeron 4gb Ram /16gb,959.900,0,"Suba, Bogotá D.C..",+50
Portátil Dell Latitude 3410 8gb 1tb,1.774.500,0,"Engativá, Bogotá D.C..",+25
Portátil Asus Vivobook 14x Oled Core I5 12500h,2.799.900,0,"Medellín, Antioquia.",+100
Macbook Pro 13 Inch 2020 Touch Bar 8gb Ssd 256gb,4.500.000,0,"Suba, Bogotá D.C..",+1
,0,0,,0
Computador Portátil Compaq Cq45-d01la Board Mala,80.000,0,"Bucaramanga, Santander.",+50
Portatil Asus Tuf Gamer 16gb Ram Rtx2060 Pantalla Ips +extra,6.995.000,0,"Neiva, Huila.",+100
Laptop Hp Probook 450 G8 Core I7 11th Generación 512gb 16gb,4.950.000,0,"Rafael Uribe Uribe, Bogotá D.C..",+100
Portátil Hp 240 G8 Core I5-1135g7 16gb 512ssd 1tb Win10pro,2.999.900,0,"Kennedy, Bogotá D.C..",+100
Samsung Galaxy Book2 Pro 15 Amoled Core I7-1260p 32gb 1tb,11.791.900,0,"Cali, Valle Del Cauca.",+100
Portátil Clases Virtuales Intel Celeron Dual Core Windows 10,790.000,0,"Ipiales, Nariño.",+50
Toshiba Satellite C55 (para Repuestos),198.000,0,"Suba, Bogotá D.C..",+100
Repuesto Hp 240 G7,550.000,0,"Itaguí, Antioquia.",+25
Portátil Corporativo Lenovo L490 Core I5 8th 8gb Ssd 250gb,2.470.000,0,"Teusaquillo, Bogotá D.C..",+50
"Msi Ge75 Raider-287 17,3  Computadora Portátil Del Juego, 14",14.723.000,0,"Suba, Bogotá D.C..",+500
"Nuevo 2019 Flagship Lenovo Ideapad 330s 15,6 Pulgadas",3.617.900,0,"Engativá, Bogotá D.C..",+1000
Portatil Hp Notebook 240 G3 Celeron 4gb 500gb Usado,639.999,0,"Chapinero, Bogotá D.C..",+100
"Portatil Asus Intel Core I7 1165g7 Ssd 1tb Ram 24gb Led 15,6",3.999.900,0,"Bucaramanga, Santander.",+500
"Portatil Hp 240 G3 Procesador Celeron, Ram 4gb Disco 500gb",450.000,0,"Medellín, Antioquia.",+100
Laptop Dell Inspiron 15-3511 Core I3 1115g4 Ssd 500gb +8gb,1.900.000,0,"Chapinero, Bogotá D.C..",+500
Para Repuestos Acer Aspire One Ze6 Intel Atom 1.6ghz Ddr3,195.000,0,"Cali, Valle Del Cauca.",+25
Dell Precision Mobile Workstation 5530 | 15.6  Igzo4 Fhd | 2,11.359.000,0,"Suba, Bogotá D.C..",+500
Nuevo Dell Alienware M15 R1 15.6  Fhd Ips Display Laptop Par,12.282.000,0,"Suba, Bogotá D.C..",+500
Laptop Lenovo Legion 5 Pro Ryzen 7 16gb 1tb Rtx 3070 8gbt 2k,8.199.900,0,"Bucaramanga, Santander.",+50
Msi Ge76 Raider 17'' Portatil I7-12700h Rtx 3060 64gb 2tb,16.644.900,0,"Cali, Valle Del Cauca.",+100
Lenovo Ideapad 14 Amd Athlon Silver 12gb 256gb + 1tb Plata,1.449.950,0,"Chapinero, Bogotá D.C..",+500
Portátil Hp15 C I5 8 Gb Video Nvidia 2gb X Ps4 Pro Y Dinero,1.600.000,0,"Medellín, Antioquia.",+25
Macbook Air 11 Inch Mid 2013,990.000,0,"Cali, Valle Del Cauca.",+5
Macbook Pro  M2 Max 12 Core 16 Inch 1 Tb 32 Ram 38 Gpu ,23.720.000,0,"Cali, Valle Del Cauca.",+50
Partes Para Portatil Acer Aspire 3 A315-31 (pegunte Porfa),20.000,0,"Acacias, Meta.",+25
Macbook Pro 13 Retina (mid 2014),2.898.000,0,"Suba, Bogotá D.C..",+100
,0,0,,0
"&#39;dell Ultrasharp Uh 23.8&#34; Ips Hd), Color Negro Mate",4.590.990,0,"Aguachica, Cesar.",+100
Computador Portatil Asus Oled I5 8gb 1tera Ssd 4gb T/video ,3.499.560,0,"Bucaramanga, Santander.",+50
Pórtatil Gamer Msi Ms-16p6 Core I7 8th Gtx 1050ti M2 & Hdd ,2.550.000,0,"Bello, Antioquia.",+100
Portatil Lenovo Thinkpad X1 Carbon Core I7 6500u  Ram 8gb ,2.500.000,0,"Barrios Unidos, Bogotá D.C..",+5
Laptop -  Asus Rog Zephyrus G14 14 Pulgadas Fhd 512gb Ssd 2.,7.424.000,0,"Suba, Bogotá D.C..",+500
Portatil Asus M3401qc Ryzen 7 Ssd 512gb Ram 16gb 14  Oled,7.349.900,0,,0
Laptop Gamer Hp Pavilion 15-dk1501la Core I5 Ram 8gb Ssd 512,3.899.999,0,"Bucaramanga, Santander.",+50
Portatil Acer Aspire 3 A315-56-520v Intel Core I5 Gforce 2gb,2.730.000,0,"Chapinero, Bogotá D.C..",+100
Asus Rog Zephyrus G14 Portatil Ryzen 7 Gtx 1650 16gb 1tb,6.826.900,0,"Cali, Valle Del Cauca.",+100
Acer Nitro 5 Portátil Gamer Ryzen 7 Rtx 3060 16gb 1tb,8.560.900,0,"Cali, Valle Del Cauca.",+100
Portatil Lenovo T460s I5 Sexta Generacion 8gb 240gb Usado,1.249.999,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Gamer Amd Ryzen 5 6600h Ssd 256gb Ram 16gb,4.819.900,0,"Bucaramanga, Santander.",+500
Portatil Corp I5 1135g7 Ram 16gb Ssd 256gb + 1tera Fhd W11pr,3.428.429,0,"Suba, Bogotá D.C..",+1000
Portátil Lenovo Core I5 8gb 512gb Ip Gaming 3 15.6 Blanco,6.699.900,0,,0
"Asus Vivobook S14, Intel Core I5, 4 Gb Ram, Solido 256 Gb ",1.399.900,0,"Bucaramanga, Santander.",+100
Laptop Hp Omen 16 Core I7 11th 16gb 512gb Rtx 3060 144hz,5.599.900,0,"Bucaramanga, Santander.",+50
"Portatil Hp 340 G1, Procesador I5, Ram 8gb, Disco 750 Gb (Reacondicionado)",880.000,0,"Bello, Antioquia.",+5
Portatil Asus Amd Ryzen  5 5500u Ssd 256gb Ram 8gb Nvidia 2g,3.349.000,0,"Bucaramanga, Santander.",+500
Lenovo Intel Core I5 Ssd 256gb Hdd 1tb Ram 16 Gtx 1650ti ,3.999.900,0,"Bucaramanga, Santander.",+500
Portatil Hp Probook 440 G2 Core I5 Quinta Generacion Usado,1.029.999,0,"Chapinero, Bogotá D.C..",+100
Portátil Mini Emachines ,300.000,0,"Kennedy, Bogotá D.C..",+100
Msi Ge76 Portatil 17'' Gamer I7-12700h Rtx 3060 64gb 2tb,15.268.900,0,"Cali, Valle Del Cauca.",+100
Laptop Hp 240 G8 Intel N4120 Quad Core 1tb Tera 8gb 2.6ghz,1.200.000,0,"Chapinero, Bogotá D.C..",+500
Computador Portatil Gateway,149.000,0,"Palmira, Valle Del Cauca.",+5
Portátil Hp 14 Core I3 10a Gen 8gb Ram 512gb Ssd Rj45 Usb C,3.099.000,0,"Usaquén, Bogotá D.C..",+100
Portátil Acer A315-23g-r0fh Amd Ryzen 5 3500u/8gb/2gb Video,2.800.000,0,"Chapinero, Bogotá D.C..",+50
Portatil Lenovo Celeron G40-30 Para Repuestos,150.000,0,"Mocoa, Putumayo.",+25
Laptop -  Dell Latitude 5300 13.3  Notebook - 1920 X 1080 - ,7.124.000,0,"Suba, Bogotá D.C..",+500
Portatil Asus Intel Core I7 1165g7 Disco Ssd 512gb Ram 12gb,3.569.900,0,"Bucaramanga, Santander.",+500
Laptop Acer A314-35-c3kb Celeron N4500 4gb 1tb 14 Hd Win 10,1.050.000,0,"Chapinero, Bogotá D.C..",+100
"Lenovo Ideapad 320, Intel Core I5, 256 Gb Solido, 8 Gb Ram",1.149.900,0,"Bucaramanga, Santander.",+100
"Portátil Lenovo S340 Corei5 10a Gen 8gb Ram, 1tr Ssd Liviano",2.999.000,0,"Usaquén, Bogotá D.C..",+100
"Lenovo V14 G2 Alc 14 , Amd Ryzen 5 5500u, 256gb Ram 8gb",2.000.000,0,"Chapinero, Bogotá D.C..",+100
"Dell Inspiron I5577-7342blk-pus, Computadora Portátil Para J",17.509.000,0,"Suba, Bogotá D.C..",+500
Portatil Asus Intel Core I3 Ssd 256gb Ram 8gb Con Huella,1.609.900,0,"Bucaramanga, Santander.",+500
